"2858","2858","","","    O. a. addae","(Bourcier, 1846)","Bolivia","","",""
"2859","2859","","","Urochroa","Gould, 1856","","","",""
"2860","2860","","Rufous-gaped Hillstar","Urochroa bougueri","(Bourcier, 1851)","SA : sw Colombia to nw Ecuador","ENG","Rename (9.1) White-tailed Hillstar to Rufous-gaped Hillstar with split of Green-backed Hillstar U. leucura (SACC 800).",""
"2861","2861","","Green-backed Hillstar","Urochroa leucura","Lawrence, 1864","SA : s Colombia, e Ecuador and ne Peru","AS","Green-backed Hillstar is split (9.1) from White-tailed Hillstar, renamed Rufous-gaped Hillstar (HBW Alive; Donegan et al. 2015; SACC 775, 800).",""
"2862","2862","","","Urosticte","Gould, 1853","","","",""
"2863","2863","","Purple-bibbed Whitetip","Urosticte benjamini","(Bourcier, 1851)","SA : w slope of Andes of w Colombia to nw Ecuador","","",""
"2864","2864","","Rufous-vented Whitetip","Urosticte ruficrissa","Lawrence, 1864","SA : e slope of Andes in sc Colombia, Ecuador and n Peru","","",""
"2865","2865","","","Heliodoxa","Gould, 1850","","","",""
"2866","2866","","Velvet-browed Brilliant","Heliodoxa xanthogonys","Salvin &amp; Godman, 1882","SA : tepuis","","",""
"2867","2867","","","    H. x. willardi","Weller &amp; Renner, 2001","s Venezuela","","",""
"2868","2868","","","    H. x. xanthogonys","Salvin &amp; Godman, 1882","e Venezuela, Guyana and nc Brazil","","",""
"2869","2869","","Pink-throated Brilliant","Heliodoxa gularis","(Gould, 1860)","SA : nw Amazonia","","",""
"2870","2870","","Rufous-webbed Brilliant","Heliodoxa branickii","(Taczanowski, 1874)","SA : se Peru","","",""
"2871","2871","","Black-throated Brilliant","Heliodoxa schreibersii","(Bourcier, 1847)","SA : w Amazonia","","",""
"2872","2872","","","    H. s. schreibersii","(Bourcier, 1847)","se Colombia to e Ecuador, ne Peru and nw Brazil","","",""
"2873","2873","","","    H. s. whitelyana","(Gould, 1872)","e Peru","","",""
"2874","2874","","Gould&#39;s Jewelfront","Heliodoxa aurescens","(Gould, 1846)","SA : w, c Amazonia","","",""
"2875","2875","","Fawn-breasted Brilliant","Heliodoxa rubinoides","(Bourcier &amp; Mulsant, 1846)","SA : Colombia to Peru","","",""
"2876","2876","","","    H. r. rubinoides","(Bourcier &amp; Mulsant, 1846)","c, e Colombia","","",""
"2877","2877","","","    H. r. aequatorialis","(Gould, 1860)","w Colombia and w Ecuador","","",""
"2878","2878","","","    H. r. cervinigularis","(Salvin, 1892)","e Ecuador and e Peru","","",""
"2879","2879","","Green-crowned Brilliant","Heliodoxa jacula","Gould, 1850","MA, SA : Costa Rica to Ecuador","","",""
"2880","2880","","","    H. j. henryi","Lawrence, 1867","Costa Rica to w Panama","","",""
"2881","2881","","","    H. j. jacula","Gould, 1850","e Panama and n, c Colombia","","",""
"2882","2882","","","    H. j. jamersoni","(Bourcier, 1851)","sw Colombia and w Ecuador","","",""
"2883","2883","","Empress Brilliant","Heliodoxa imperatrix","(Gould, 1856)","SA : wc Colombia to nw Ecuador","","",""
"2884","2884","","Violet-fronted Brilliant","Heliodoxa leadbeateri","(Bourcier, 1843)","SA : Venezuela to nw Bolivia","","",""
"2885","2885","","","    H. l. leadbeateri","(Bourcier, 1843)","n Venezuela","","",""
"2886","2886","","","    H. l. parvula","Berlepsch, 1888","n, c, s Colombia and w Venezuela","","",""
"2887","2887","","","    H. l. sagitta","(Reichenbach, 1854)","e Ecuador and n Peru","","",""
"2888","2888","","","    H. l. otero","(Tschudi, 1844)","c Peru to nw Bolivia","","",""
"2889","2889","","","Clytolaema","Gould, 1853","","PHY","McGuire et al. (2014) show that Clytolaema is deeply embedded in Heliodoxa. SACC proposal to merge is badly needed.",""
"2890","2890","","Brazilian Ruby","Clytolaema rubricauda","(Boddaert, 1783)","SA : se Brazil","","",""
"2891","2891","","","Patagona","Gray, GR, 1840","","","",""
"2892","2892","","Giant Hummingbird","Patagona gigas","(Vieillot, 1824)","SA : s Colombia to c Chile","","",""
"2893","2893","","","    P. g. peruviana","Boucard, 1893","sw Colombia to n Chile and nw Argentina","","",""
"2894","2894","","","    P. g. gigas","(Vieillot, 1824)","c, s Chile and wc Argentina","","",""
"2895","2895","","","Sternoclyta","Gould, 1858","","","",""
"2896","2896","","Violet-chested Hummingbird","Sternoclyta cyanopectus","(Gould, 1846)","SA : n Venezuela","","",""
"2897","2897","","","Hylonympha","Gould, 1873","","","",""
"2898","2898","","Scissor-tailed Hummingbird","Hylonympha macrocerca","Gould, 1873","SA : ne Venezuela","","",""
"2899","2899","","","Eugenes","Gould, 1856","","","",""
"2900","2900","","Rivoli&#39;s Hummingbird","Eugenes fulgens","(Swainson, 1827)","NA, MA : sw USA to Honduras and Nicaragua","ENG","Resurrect classic English name of Rivoli&#39;s Hummingbird for Eugenes fulgens (Magnificent Hummingbird) with split of Talamanca [Admirable] Hummingbird (E. spectabilis).",""
"2901","2901","","Talamanca Hummingbird","Eugenes spectabilis","(Lawrence, 1867)","MA : Costa Rica to w Panama","AS, ENG","Talamanca [Admirable] Hummingbird E. spectabilis previously split from Rivoli&#39;s/Magnificent Hummingbird E. fulgens (Ridgway 1911; Cory 1918; see also AOU 1983; Stiles &amp; Skutch 1989; Powers 1999). Genetic studies support this split (Zamudio-Beltrán &amp; Hernández-Baños 2015; NACC 2017-B-2). Change [8.1] provisional English name (Admirable) to NACC choice of Talamanca Hummingbird.",""
"2902","2902","","","Panterpe","Cabanis &amp; Heine, 1860","","","",""
"2903","2903","","Fiery-throated Hummingbird","Panterpe insignis","Cabanis &amp; Heine, 1860","MA : Costa Rica and w Panama","","",""
"2904","2904","","","    P. i. eisenmanni","Stiles, 1985","nw Costa Rica","","",""
"2905","2905","","","    P. i. insignis","Cabanis &amp; Heine, 1860","nc Costa Rica to w Panama","","",""
"2906","2906","","","Heliomaster","Bonaparte, 1850","","","",""
"2907","2907","","Long-billed Starthroat","Heliomaster longirostris","(Audebert &amp; Vieillot, 1801)","MA, SA : s Mexico to e Bolivia and ne Brazil","","",""
"2908","2908","","","    H. l. pallidiceps","Gould, 1861","s Mexico to Nicaragua","","",""
"2909","2909","","","    H. l. longirostris","(Audebert &amp; Vieillot, 1801)","Costa Rica to Bolivia, Brazil and Trinidad","","",""
"2910","2910","","","    H. l. albicrissa","Gould, 1871","w Ecuador and nw Peru","","",""
"2911","2911","","Plain-capped Starthroat","Heliomaster constantii","(Delattre, 1843)","MA : w","","",""
"2912","2912","","","    H. c. pinicola","Gould, 1853","nw Mexico","","",""
"2913","2913","","","    H. c. leocadiae","(Bourcier &amp; Mulsant, 1852)","w Mexico to w Guatemala","","",""
"2914","2914","","","    H. c. constantii","(Delattre, 1843)","El Salvador and Nicaragua to Costa Rica","","",""
"2915","2915","","Stripe-breasted Starthroat","Heliomaster squamosus","(Temminck, 1823)","SA : e, se Brazil","","",""
"2916","2916","","Blue-tufted Starthroat","Heliomaster furcifer","(Shaw, 1812)","SA : Bolivia and sw Brazil to n Argentina, se Brazil and Uruguay","","",""
"2917","2917","","","Lampornis","Swainson, 1827","","SEQ","Linear sequence of Lampornis follows the phylogenies of Garcia-Moreno et al. (2006) and McGuire et al. (2014). Proposal needed to update NACC sequence of Lampornis. ",""
"2918","2918","","White-bellied Mountaingem","Lampornis hemileucus","(Salvin, 1865)","MA : Costa Rica and Panama","","",""
"2919","2919","","Blue-throated Mountaingem","Lampornis clemenciae","(Lesson, R, 1830)","NA, MA : sw USA to c Mexico","","",""
"2920","2920","","","    L. c. phasmorus","Oberholser, 1974","Chisos Mts. (Texas, USA)","","",""
"2921","2921","","","    L. c. bessophilus","(Oberholser, 1918)","sw USA and nw Mexico","","",""
"2922","2922","","","    L. c. clemenciae","(Lesson, R, 1830)","ne, c, s Mexico","","",""
"2923","2923","","Amethyst-throated Mountaingem","Lampornis amethystinus","Swainson, 1827","MA : c Mexico to Honduras","","",""
"2924","2924","","","    L. a. amethystinus","Swainson, 1827","w, c, e Mexico","","",""
"2925","2925","","","    L. a. circumventus","(Phillips, AR, 1966)","sw Oaxaca (s Mexico)","","",""
"2926","2926","","","    L. a. margaritae","(Salvin &amp; Godman, 1889)","sw Mexico","","",""
"2927","2927","","","    L. a. salvini","(Ridgway, 1908)","Chiapas (s Mexico), Guatemala and El Salvador","","",""
"2928","2928","","","    L. a. nobilis","Griscom, 1932","Honduras","","",""
"2929","2929","","Green-throated Mountaingem","Lampornis viridipallens","(Bourcier &amp; Mulsant, 1846)","MA : s Mexico to El Salvador","","",""
"2930","2930","","","    L. v. amadoni","Rowley, JS, 1968","Oaxaca (s Mexico)","","",""
"2931","2931","","","    L. v. ovandensis","(Brodkorb, 1939)","Chiapas (s Mexico) and nw Guatemala","","",""
"2932","2932","","","    L. v. viridipallens","(Bourcier &amp; Mulsant, 1846)","Guatemala, n El Salvador and w Honduras","","",""
"2933","2933","","","    L. v. nubivagus","Dickey &amp; Van Rossem, 1929","El Salvador","","",""
"2934","2934","","Green-breasted Mountaingem","Lampornis sybillae","(Salvin &amp; Godman, 1892)","MA : Honduras and Nicaragua","","",""
"2935","2935","","Purple-throated Mountaingem","Lampornis calolaemus","(Salvin, 1865)","MA : s Nicaragua to w Panama","","",""
"2936","2936","","","    L. c. pectoralis","(Salvin, 1891)","s Nicaragua and nc Costa Rica","","",""
"2937","2937","","","    L. c. calolaemus","(Salvin, 1865)","c Costa Rica","","",""
"2938","2938","","","    L. c. homogenes","Wetmore, 1967","s Costa Rica and w Panama","","",""
"2939","2939","","Grey-tailed Mountaingem","Lampornis cinereicauda","(Lawrence, 1867)","MA : s Costa Rica","AS","Lampornis cinereicauda is split from L. castaneoventris (Stiles &amp; Skutch 1989).",""
"2940","2940","","White-throated Mountaingem","Lampornis castaneoventris","(Gould, 1851)","MA : w Panama","","",""
"2941","2941","","","Lamprolaima","Reichenbach, 1854","","","",""
"2942","2942","","Garnet-throated Hummingbird","Lamprolaima rhami","(Lesson, R, 1839)","MA : c Mexico to Honduras","","",""
"2943","2943","","","Calliphlox","Boie, F, 1831","","TAX","Calliphlox is treated as a monotypic genus which is basal to the entire &quot;South American&quot; bee hummingbird clade (McGuire et al. 2014; Licona-Vera &amp; Ornelas 2017).",""
"2944","2944","","Amethyst Woodstar","Calliphlox amethystina","(Boddaert, 1783)","SA : widespread","","",""
"2945","2945","","","Myrtis","Reichenbach, 1854","","","",""
"2946","2946","","Purple-collared Woodstar","Myrtis fanny","(Lesson, R, 1838)","SA : Ecuador and Peru","","",""
"2947","2947","","","    M. f. fanny","(Lesson, R, 1838)","w, se Ecuador and w Peru","","",""
"2948","2948","","","    M. f. megalura","Zimmer, JT, 1953","n Peru","","",""
"2949","2949","","","Rhodopis","Reichenbach, 1854","","","",""
"2950","2950","","Oasis Hummingbird","Rhodopis vesper","(Lesson, R, 1829)","SA : nw Peru to n Chile","","",""
"2951","2951","","","    R. v. koepckeae","Berlioz, 1975","nw Peru","","",""
"2952","2952","","","    R. v. vesper","(Lesson, R, 1829)","w Peru to n Chile","","",""
"2953","2953","","","    R. v. atacamensis","(Leybold, 1869)","Atacama (n Chile)","","",""
"2954","2954","","","Myrmia","Mulsant, 1876","","","",""
"2955","2955","","Short-tailed Woodstar","Myrmia micrura","(Gould, 1854)","SA : w Ecuador and nw Peru","","",""
"2956","2956","","","Thaumastura","Bonaparte, 1850","","","",""
"2957","2957","","Peruvian Sheartail","Thaumastura cora","(Lesson, R &amp; Garnot, 1827)","SA : nw Peru to n Chile","","",""
"2958","2958","","","Philodice","Mulsant, Verreaux, J &amp; Verreaux, É, 1866","","TAX","Philodice is resurrected for two species of woodstar which were formerly included in Calliphlox, to avoid paraphyly (McGuire et al. 2014; Licona-Vera &amp; Ornelas 2017; SACC 886; NACC 2021-A-12; Chesser et al. 2021). ",""
"2959","2959","","Magenta-throated Woodstar","Philodice bryantae","(Lawrence, 1867)","MA : Costa Rica and Panama","","",""
"2960","2960","","Purple-throated Woodstar","Philodice mitchellii","(Bourcier, 1847)","MA, SA : e Panama to w Ecuador","","",""
"2961","2961","","","Eulidia","Mulsant, 1877","","","",""
"2962","2962","","Chilean Woodstar","Eulidia yarrellii","(Bourcier, 1847)","SA : s Peru and n Chile","","",""
"2963","2963","","","Microstilbon","Todd, 1913","","","",""
"2964","2964","","Slender-tailed Woodstar","Microstilbon burmeisteri","(Sclater, PL, 1888)","SA : c Bolivia to nw Argentina","","",""
"2965","2965","","","Chaetocercus","Gray, GR, 1855","","","",""
"2966","2966","","White-bellied Woodstar","Chaetocercus mulsant","(Bourcier, 1843)","SA : Colombia to c Bolivia","","",""
"2967","2967","","Little Woodstar","Chaetocercus bombus","Gould, 1871","SA : sw Colombia to nc Peru","","",""
"2968","2968","","Gorgeted Woodstar","Chaetocercus heliodor","(Bourcier, 1840)","SA : Venezuela to w Ecuador","","",""
"2969","2969","","","    C. h. heliodor","(Bourcier, 1840)","w Ecuador to nw Venezuela","","",""
"2970","2970","","","    C. h. cleavesi","Moore, RT, 1934","ne Ecuador","","",""
"2971","2971","","Santa Marta Woodstar","Chaetocercus astreans","(Bangs, 1899)","SA : ne Colombia","","",""
"2972","2972","","Esmeraldas Woodstar","Chaetocercus berlepschi","Simon, 1889","SA : w Ecuador","","",""
"2973","2973","","Rufous-shafted Woodstar","Chaetocercus jourdanii","(Bourcier, 1839)","SA : n Venezuela and n Colombia","","",""
"2974","2974","","","    C. j. andinus","Phelps &amp; Phelps Jr, 1949","ne Colombia and w Venezuela","","",""
"2975","2975","","","    C. j. rosae","(Bourcier &amp; Mulsant, 1846)","n Venezuela","","",""
"2976","2976","","","    C. j. jourdanii","(Bourcier, 1839)","ne Venezuela and Trinidad","","",""
"2977","2977","","","Tilmatura","Reichenbach, 1854","","","",""
"2978","2978","","Sparkling-tailed Woodstar","Tilmatura dupontii","(Lesson, R, 1832)","MA : c Mexico to Nicaragua","","",""
"2979","2979","","","Doricha","Reichenbach, 1854","","","",""
"2980","2980","","Slender Sheartail","Doricha enicura","(Vieillot, 1818)","MA : s Mexico to El Salvador","","",""
"2981","2981","","Mexican Sheartail","Doricha eliza","(Lesson, R &amp; Delattre, 1839)","MA : se Mexico","","",""
"2982","2982","","","Calothorax","Gray, GR, 1840","","","",""
"2983","2983","","Lucifer Sheartail","Calothorax lucifer","(Swainson, 1827)","NA : sw USA to c Mexico","","",""
"2984","2984","","Beautiful Sheartail","Calothorax pulcher","Gould, 1859","MA : sc Mexico","","",""
"2985","2985","","","Archilochus","Reichenbach, 1854","","","",""
"2986","2986","","Black-chinned Hummingbird","Archilochus alexandri","(Bourcier &amp; Mulsant, 1846)","NA : sw Canada, w USA and n, nw Mexico","","",""
"2987","2987","","Ruby-throated Hummingbird","Archilochus colubris","(Linnaeus, 1758)","NA : sc, se Canada and c, e USA","","",""
"2988","2988","","","Mellisuga","Brisson, 1760","","","",""
"2989","2989","","Vervain Hummingbird","Mellisuga minima","(Linnaeus, 1758)","NA : Hispaniola, Jamaica","","",""
"2990","2990","","","    M. m. minima","(Linnaeus, 1758)","Jamaica","","",""
"2991","2991","","","    M. m. vielloti","(Shaw, 1812)","Hispaniola and nearby islands","","",""
"2992","2992","","Bee Hummingbird","Mellisuga helenae","(Lembeye, 1850)","NA : Cuba","","",""
"2993","2993","","","Nesophlox","Ridgway, 1910","","TAX, PHY","Resurrect Nesophlox for two species (evelynae and lyrura) formerly assigned to Calliphlox to avoid polyphyly (McGuire et al. 2014; Licona-Vera &amp; Ornelas 2017; NACC 2019-D-14).",""
"2994","2994","","Bahama Woodstar","Nesophlox evelynae","(Bourcier, 1847)","NA : Bahamas and Caicos Is.","","",""
"2995","2995","","Inagua Woodstar","Nesophlox lyrura","(Gould, 1869)","NA : Great Inagua I.","AS","Inagua Woodstar is split from Bahama Woodstar (Feo et al. 2015; NACC 2015-B-8). ",""
"2996","2996","","","Calypte","Gould, 1856","","","",""
"2997","2997","","Anna&#39;s Hummingbird","Calypte anna","(Lesson, R, 1829)","NA : sw Canada, w USA and nw Mexico","","",""
"2998","2998","","Costa&#39;s Hummingbird","Calypte costae","(Bourcier, 1839)","NA, MA : sw USA and nw Mexico","","",""
"2999","2999","","","Selasphorus","Swainson, 1832","","","",""
"3000","3000","","Calliope Hummingbird","Selasphorus calliope","(Gould, 1847)","NA : sw Canada and w USA","TAX","Calliope Hummingbird, formerly in the monotypic genus Stellula, placed in Selasphorus following AOU (2012).",""
"3001","3001","","Rufous Hummingbird","Selasphorus rufus","(Gmelin, JF, 1788)","NA : se Alaska, w Canada and nw USA","","",""
"3002","3002","","Allen&#39;s Hummingbird","Selasphorus sasin","(Lesson, R, 1829)","NA : w","","",""
"3003","3003","","","    S. s. sasin","(Lesson, R, 1829)","s Oregon and California (USA)","","",""
"3004","3004","","","    S. s. sedentarius","Grinnell, 1929","islands off s California (USA)","","",""
"3005","3005","","Broad-tailed Hummingbird","Selasphorus platycercus","(Swainson, 1827)","NA : wc USA, Mexico and w Guatemala","","",""
"3006","3006","","Bumblebee Hummingbird","Selasphorus heloisa","(Lesson, R &amp; Delattre, 1839)","MA : Mexico","TAX, PHY","Formerly in Atthis but phylogenetic studies show that genus is embedded in Selasphorus (Licona-Vera &amp; Ornelas 2017). Merger of Atthis into Selasphorus accepted by Chesser et al. (2020), NACC 2020-B-07.",""
"3007","3007","","","    S. h. margarethae","(Moore, RT, 1937)","nw and w Mexico","","",""
"3008","3008","","","    S. h. heloisa","(Lesson, R &amp; Delattre, 1839)","ne, c, s Mexico","","",""
"3009","3009","","Wine-throated Hummingbird","Selasphorus ellioti","(Ridgway, 1878)","MA : s Mexico to Honduras","TAX, PHY","Formerly in Atthis but phylogenetic studies show that genus is embedded in Selasphorus (Licona-Vera &amp; Ornelas 2017). Merger of Atthis into Selasphorus accepted by Chesser et al. (2020), NACC 2020-B-07.",""
"3010","3010","","","    S. e. ellioti","(Ridgway, 1878)","s Mexico and Guatemala","","",""
"3011","3011","","","    S. e. selasphoroides","(Griscom, 1932)","Honduras","","",""
"3012","3012","","Volcano Hummingbird","Selasphorus flammula","Salvin, 1865","MA : Costa Rica and w Panama","","",""
"3013","3013","","","    S. f. flammula","Salvin, 1865","Irazú and Turrialba Volcanoes (Costa Rica)","","",""
"3014","3014","","","    S. f. simoni","Carriker, 1910","Poás and Barba Volcanoes (Costa Rica)","","",""
"3015","3015","","","    S. f. torridus","Salvin, 1870","Talamanca Range (Costa Rica) and Barú Volcanoes (w Panama)","","",""
"3016","3016","","Scintillant Hummingbird","Selasphorus scintilla","(Gould, 1851)","MA : nc Costa Rica and w Panama","","",""
"3017","3017","","Glow-throated Hummingbird","Selasphorus ardens","Salvin, 1870","MA : wc Panama","","",""
"3018","3018","","","Phaeoptila","Gould, 1861","","","Remove from Cynanthus and replace in monotypic Phaeoptila (McGuire et al. 2014; Stiles et al. 2017b; NACC 2020-A-02, 2020-A-03, 2020-D-01). Note gender.",""
"3019","3019","","Dusky Hummingbird","Phaeoptila sordida","(Gould, 1859)","MA : s Mexico","","",""
"3020","3020","","","Riccordia","Reichenbach, 1854","","","Greater Antillean emerald clade is removed from Chlorostilbon and placed in resurrected Riccordia to eliminate polyphyly  (NACC 2020-A-02, 2020-D-01).",""
"3021","3021","","Cuban Emerald","Riccordia ricordii","(Gervais, 1835)","NA : Cuba and Bahamas","","",""
"3022","3022","†","Brace&#39;s Emerald","Riccordia bracei","(Lawrence, 1877)","NA : n Bahamas","EXT","See Fuller (2002); Stiles et al. (2017b).",""
"3023","3023","","Hispaniolan Emerald","Riccordia swainsonii","(Lesson, R, 1829)","NA : Hispaniola","","",""
"3024","3024","","Puerto Rican Emerald","Riccordia maugaeus","(Audebert &amp; Vieillot, 1801)","NA : Puerto Rico"," "," ",""
"3025","3025","","Blue-headed Hummingbird","Riccordia bicolor","(Gmelin, JF, 1788)","NA : Lesser Antilles","","Monotypic Lesser Antillean genus Cyanophaia is nested within resurrected Antillean genus Riccordia (McGuire et al. 2014; NACC 2020-A-02, 2020-D-01).",""
"3026","3026","†","Gould&#39;s Emerald","Riccordia elegans","(Gould, 1860)","NA : Caribbean. ? Jamaica or Bahamas","EXT, SEQ","See Weller (1999); BLI. Not included in recent phylogenetic studies. Taxonomic placement unknown.",""
"3027","3027","","","Cynanthus","Swainson, 1827","","TAX, PHY","Generic limits of Cynanthus revised to include the canivetii group formerly included in Chlorostilbon (McGuire et al. 2014; Stiles et al. 2017b; NACC 2020-A-02, 2020-D-01).",""
"3028","3028","","Broad-billed Hummingbird","Cynanthus latirostris","Swainson, 1827","NA, MA : sw USA to c Mexico","","",""
"3029","3029","","","    C. l. magicus","(Mulsant &amp; Verreaux, J, 1872)","sw USA, Sonora, Sinaloa and Nayarit (nw Mexico)","","",""
"3030","3030","","","    C. l. propinquus","Moore, RT, 1939","Guanajuato and n Michoacán (c Mexico)","SSP","toroi represents specimens from zone of intergradation between propinquus and doubledayi. Not a valid taxon (Schuchmann 1999).",""
"3031","3031","","","    C. l. latirostris","Swainson, 1827","Tamaulipas, San Luis Potosí to Veracruz (e Mexico)","","",""
"3032","3032","","","    C. l. lawrencei","(Berlepsch, 1887)","Tres Marías Is. (off w Mexico)","PS","Tres Marias Hummingird C. lawrencei is a potential split from Broad-billed Hummingbird (Hernández-Baños et al. 2020; del Hoyo et al. 2020).",""
"3033","3033","","Doubleday&#39;s Hummingbird","Cynanthus doubledayi","(Bourcier, 1847)","MA : s Mexico","PL","Garcia-Deras et al. (2008) support recognition as a species.",""
"3034","3034","","Golden-crowned Emerald","Cynanthus auriceps","(Gould, 1852)","MA : w, c Mexico","TAX, PHY","Move Golden-crowned Emerald from Chlorostilbon to Cynanthus (NACC 2020-A-02, 2020-D-01).",""
"3035","3035","","Cozumel Emerald","Cynanthus forficatus","(Ridgway, 1885)","MA : islands off Yucatán Pen.","TAX, PHY","Move the Cozumel Emerald from Chlorostilbon to Cynanthus (NACC 2020-A-02, 2020-D-01).",""
"3036","3036","","Canivet&#39;s Emerald","Cynanthus canivetii","(Lesson, R, 1832)","MA : se Mexico to Costa Rica","TAX, PHY","Move Canivet&#39;s Emerald from Chlorostilbon to Cynanthus (McGuire et al. 2014; Stiles et al. 2017; NACC 2020-A-02, 2020-D-01).",""
"3037","3037","","","    C. c. canivetii","(Lesson, R, 1832)","Tamaulipas (se Mexico) to Belize, n Guatemala and the Bay Is. (Honduras)","","",""
"3038","3038","","","    C. c. osberti","(Gould, 1860)","se Chiapas (se Mexico) to w Nicaragua","","",""
"3039","3039","","","    C. c. salvini","(Cabanis &amp; Heine, 1860)","w Costa Rica","","",""
"3040","3040","","","Chlorostilbon","Gould, 1853","","PHY","Sequence of Chlorostilbon and Cynanthus is based on Hernández-Baños et al. (2020).",""
"3041","3041","","Garden Emerald","Chlorostilbon assimilis","Lawrence, 1861","MA : sw Costa Rica and Panama","","",""
"3042","3042","","Western Emerald","Chlorostilbon melanorhynchus","Gould, 1860","SA : w Colombia and w, c Ecuador","SSP","Treat species as monotypic; includes pumilus (Ridgely &amp; Greenfield 2001).",""
"3043","3043","","Red-billed Emerald","Chlorostilbon gibsoni","(Fraser, 1840)","SA : Colombia and nw Venezuela","","",""
"3044","3044","","","    C. g. gibsoni","(Fraser, 1840)","Upper Magdalena Valley (c Colombia)","","",""
"3045","3045","","","    C. g. chrysogaster","(Bourcier, 1843)","Cartagena to Santa Marta (n Colombia)","","",""
"3046","3046","","","    C. g. nitens","Lawrence, 1861","ne Colombia and nw Venezuela","","",""
"3047","3047","","Blue-tailed Emerald","Chlorostilbon mellisugus","(Linnaeus, 1758)","SA : n, ne","","",""
"3048","3048","","","    C. m. caribaeus","Lawrence, 1871","ne Venezuela, Trinidad and Netherlands Antilles","","",""
"3049","3049","","","    C. m. duidae","Zimmer, JT &amp; Phelps, 1952","Mt. Duida (s Venezuela)","","",""
"3050","3050","","","    C. m. subfurcatus","Berlepsch, 1887","s Venezuela, Guyana and Rio Branco region (nw Brazil)","","",""
"3051","3051","","","    C. m. mellisugus","(Linnaeus, 1758)","Suriname, French Guiana and ne Brazil","","",""
"3052","3052","","","    C. m. phoeopygus","(Tschudi, 1844)","upper Amazonia","","",""
"3053","3053","","","    C. m. napensis","Gould, 1861","ne Peru","SSP","Restore (Stiles 1996b; contra Bündgen 1999).",""
"3054","3054","","","    C. m. peruanus","Gould, 1861","se Peru and e Bolivia","","",""
"3055","3055","","Chiribiquete Emerald","Chlorostilbon olivaresi","Stiles, 1996","SA : se Colombia","","",""
"3056","3056","","Glittering-bellied Emerald","Chlorostilbon lucidus","(Shaw, 1812)","SA : e, se, sc","TAX","Correct species name of Glittering-bellied Emerald is lucidus, not aureoventris (Pacheco &amp; Whitney 2008; SACC 490).",""
"3057","3057","","","    C. l. pucherani","(Bourcier &amp; Mulsant, 1848)","e Brazil","PS","C. pucherani is a potential split from C. lucidus (Hernández-Baños et al. 2020).",""
"3058","3058","","","    C. l. lucidus","(Shaw, 1812)","Bolivia, Paraguay, wc Brazil and nw Argentina","SSP","Includes igneus; doubtfully distinct (Bündgen 1999).",""
"3059","3059","","","    C. l. berlepschi","Pinto, 1938","s Brazil, Uruguay and ne Argentina","","",""
"3060","3060","","Coppery Emerald","Chlorostilbon russatus","(Salvin &amp; Godman, 1881)","SA : ne Colombia and nw Venezuela","","",""
"3061","3061","","Narrow-tailed Emerald","Chlorostilbon stenurus","(Cabanis &amp; Heine, 1860)","SA : Venezuela, Colombia and ne Ecuador","","",""
"3062","3062","","","    C. s. stenurus","(Cabanis &amp; Heine, 1860)","ne Colombia, Trujillo, Mérida, Táchira (nw Venezuela) and ne Ecuador","","",""
"3063","3063","","","    C. s. ignotus","Todd, 1942","coastal mountains to Lara (nw Venezuela)","","",""
"3064","3064","","Green-tailed Emerald","Chlorostilbon alice","(Bourcier &amp; Mulsant, 1848)","SA : n Venezuela","","",""
"3065","3065","","Short-tailed Emerald","Chlorostilbon poortmani","(Bourcier, 1843)","SA : Colombia and nw Venezuela","","",""
"3066","3066","","","    C. p. poortmani","(Bourcier, 1843)","e Colombia and nw Venezuela","","",""
"3067","3067","","","    C. p. euchloris","(Reichenbach, 1854)","c Colombia","","",""
"3068","3068","","","Basilinna","Boie, F, 1831","","","",""
"3069","3069","","White-eared Hummingbird","Basilinna leucotis","(Vieillot, 1818)","MA : Mexico to Nicaragua","","",""
"3070","3070","","","    B. l. borealis","(Griscom, 1929)","se Arizona (USA) and n Mexico","","",""
"3071","3071","","","    B. l. leucotis","(Vieillot, 1818)","c, s Mexico and Guatemala","","",""
"3072","3072","","","    B. l. pygmaea","Simon &amp; Hellmayr, 1908","El Salvador, Honduras and Nicaragua","","",""
"3073","3073","","Xantus&#39;s Hummingbird","Basilinna xantusii","(Lawrence, 1860)","MA : s Baja California","","",""
"3074","3074","","","Pampa","Reichenbach, 1854","","TAX, PHY","Campylopterus s.l. is polyphyletic; removal of four northern Middle American species to Pampa resolves polyphyly (McGuire et al. 2014; NACC 2020-A-02, 2020-D-01). Note gender.",""
"3075","3075","","Curve-winged Sabrewing","Pampa curvipennis","(Deppe, 1830)","MA : ec Mexico from se San Luis Potosí to Veracruz, ne Puebla, n Oaxaca","ENG","Change English name of C. curvipennis with split of C. pampa;  name follows Ridgway (1911); Sibley &amp; Monroe (1993); AOU (1998).",""
"3076","3076","","Wedge-tailed Sabrewing","Pampa pampa","(Lesson, R, 1832)","MA : Yucatán to Guatemala, Belize and ne Honduras","AS","C. pampa is split from C. curvipennis (Peterson &amp; Navarro-Sigüenza 2009; Gonzalez et al. 2011).",""
"3077","3077","","Long-tailed Sabrewing","Pampa excellens","Wetmore, 1941","MA : s Mexico","","",""
"3078","3078","","Rufous Sabrewing","Pampa rufa","(Lesson, R, 1840)","MA : sw Mexico to El Salvador","","",""
"3079","3079","","","Abeillia","Bonaparte, 1850","","","",""
