"22373","22373","","Red-throated Cliff Swallow","Petrochelidon rufigula","(Barboza du Bocage, 1878)","AF : s Gabon to c DRCongo and s to c Angola and c Zambia","","",""
"22374","22374","","Red Sea Cliff Swallow","Petrochelidon perdita","(Fry &amp; Smith, DA, 1985)","AF : e Sudan","","",""
"22375","22375","","South African Cliff Swallow","Petrochelidon spilodera","(Sundevall, 1850)","AF : Namibia; Zimbabwe; se Botswana to South Africa","","",""
"22376","22376","","Streak-throated Swallow","Petrochelidon fluvicola","(Blyth, 1855)","OR : ne Afghanistan, Pakistan and India","","",""
"22377","22377","","Fairy Martin","Petrochelidon ariel","(Gould, 1842)","AU : Australia","","",""
"22378","22378","","Tree Martin","Petrochelidon nigricans","(Vieillot, 1817)","AU : widespread","","",""
"22379","22379","","","    P. n. timoriensis","Sharpe, 1885","e Lesser Sundas","","",""
"22380","22380","","","    P. n. neglecta","Mathews, 1912","Australia","","",""
"22381","22381","","","    P. n. nigricans","(Vieillot, 1817)","Tasmania","","",""
"22382","22382","","","","","","","",""
"22383","22383","5","Cupwings","Family Pnoepygidae","","","TAX, ENG","Pnoepyga wren-babblers are not babblers and are elevated to their own family (Gelang et al. 2009). Change (8.2) English names to &#39;cupwing&#39;.",""
"22384","22384","","","Pnoepyga","Hodgson, 1844","","","",""
"22385","22385","","Scaly-breasted Cupwing","Pnoepyga albiventer","(Hodgson, 1837)","OR : Himalayas to Myanmar and nw Vietnam","","",""
"22386","22386","","","    P. a. pallidior","Kinnear, 1924","w Himalayas; n India to w Nepal","","",""
"22387","22387","","","    P. a. albiventer","(Hodgson, 1837)","e Himalayas; e Nepal and ne India to w, n Myanmar and nw Vietnam.","","",""
"22388","22388","","Chinese Cupwing","Pnoepyga mutica","Thayer &amp; Bangs, 1912","OR : sc, c China","PL","Pnoepyga mutica of China is split provisionally from Scaly-breasted Wren-babbler (P. albiventer) (Päckert et al. 2012), but further evidence needed.",""
"22389","22389","","Taiwan Cupwing","Pnoepyga formosana","Ingram, C, 1909","OR : Taiwan","AS","Pnoepyga formosana of Taiwan is split from P. albiventer (Collar 2006a).",""
"22390","22390","","Nepal Cupwing","Pnoepyga immaculata","Martens, J &amp; Eck, 1991","OR : Indian Himalayas to Nepal","","",""
"22391","22391","","Pygmy Cupwing","Pnoepyga pusilla","Hodgson, 1845","OR : widespread","","",""
"22392","22392","","","    P. p. pusilla","Hodgson, 1845","c, e Himalayas and ne India to Myanmar, n Thailand, s China and n Indochina","","",""
"22393","22393","","","    P. p. annamensis","Robinson &amp; Kloss, 1919","s Indochina","","",""
"22394","22394","","","    P. p. harterti","Robinson &amp; Kloss, 1918","Malay Pen.","","",""
"22395","22395","","","    P. p. lepida","Salvadori, 1879","Sumatra","","",""
"22396","22396","","","    P. p. rufa","Sharpe, 1882","Java","","",""
"22397","22397","","","    P. p. everetti","Rothschild, 1897","Flores I. (Lesser Sundas)","","",""
"22398","22398","","","    P. p. timorensis","Mayr, 1944","Timor I. (Lesser Sundas)","","",""
"22399","22399","","","","","","","",""
"22400","22400","18","Crombecs, African Warblers","Family Macrosphenidae","","","TAX","See Fregin et al. (2012) for formal proposal of Macrosphenidae, which includes members of the Sphenoeacus group of Old World warblers separated by Johansson et al. (2008).",""
"22401","22401","","","Melocichla","Hartlaub, 1857","","","",""
"22402","22402","","Moustached Grass Warbler","Melocichla mentalis","(Fraser, 1843)","AF : widespread","","",""
"22403","22403","","","    M. m. mentalis","(Fraser, 1843)","Senegal and Gambia to Liberia e to n, s DR Congo and s to nw Zambia and c Angola","","",""
"22404","22404","","","    M. m. amauroura","(Pelzeln, 1883)","s Sudan and sw Ethiopia to se Kenya, w, n Tanzania, c Zambia and e DR Congo","SSP","Includes incana (Ryan 2006).",""
"22405","22405","","","    M. m. orientalis","(Sharpe, 1883)","e Tanzania to e Zimbabwe and c Mozambique","","",""
"22406","22406","","","    M. m. luangwae","Benson, 1958","e Zambia","","",""
"22407","22407","","","Sphenoeacus","Strickland, 1841","","","",""
"22408","22408","","Cape Grassbird","Sphenoeacus afer","(Gmelin, JF, 1789)","AF : s","","",""
"22409","22409","","","    S. a. excisus","Clancey, 1973","e Zimbabwe and w Mozambique","","",""
"22410","22410","","","    S. a. natalensis","Shelley, 1882","ne South Africa, w Swaziland and n Lesotho","","",""
"22411","22411","","","    S. a. intermedius","Shelley, 1882","e South Africa","","",""
"22412","22412","","","    S. a. afer","(Gmelin, JF, 1789)","sw, s South Africa","","",""
"22413","22413","","","Achaetops","Roberts, 1922","","","",""
"22414","22414","","Rockrunner","Achaetops pycnopygius","(Sclater, PL, 1853)","AF : sw","","",""
"22415","22415","","","    A. p. pycnopygius","(Sclater, PL, 1853)","coastal sw Angola and n Namibia","","",""
"22416","22416","","","    A. p. spadix","Clancey, 1972","Huila and Namibe escarpment (sw Angola)","","",""
"22417","22417","","","Macrosphenus","Cassin, 1859","","","",""
"22418","22418","","Yellow Longbill","Macrosphenus flavicans","Cassin, 1859","AF : c","PHY","Yellow Longbill may be related to Bradypterus in the Megaluridae (Johansson et al. 2008).",""
"22419","22419","","","    M. f. flavicans","Cassin, 1859","se Nigeria and s Cameroon to nw Angola","","",""
"22420","22420","","","    M. f. hypochondriacus","(Reichenow, 1893)","se Central African Republic and sw Sudan to nw Tanzania and c DR Congo","","",""
"22421","22421","","Kemp&#39;s Longbill","Macrosphenus kempi","(Sharpe, 1905)","AF : w","","",""
"22422","22422","","","    M. k. kempi","(Sharpe, 1905)","Sierra Leone to sw Nigeria","","",""
"22423","22423","","","    M. k. flammeus","Marchant, 1950","se Nigeria and w Cameroon","","",""
"22424","22424","","Grey Longbill","Macrosphenus concolor","(Hartlaub, 1857)","AF :Guinea and Sierra Leone to Uganda, Rwanda and e DR Congo","","",""
"22425","22425","","Pulitzer&#39;s Longbill","Macrosphenus pulitzeri","Boulton, 1931","AF : w Angola","","",""
"22426","22426","","Kretschmer&#39;s Longbill","Macrosphenus kretschmeri","(Reichenow &amp; Neumann, 1895)","AF : ec","","",""
"22427","22427","","","    M. k. kretschmeri","(Reichenow &amp; Neumann, 1895)","ne, ec Tanzania","","",""
"22428","22428","","","    M. k. griseiceps","Grote, 1911","se Tanzania and n Mozambique","","",""
"22429","22429","","","Sylvietta","Lafresnaye, 1839","","","",""
"22430","22430","","Northern Crombec","Sylvietta brachyura","Lafresnaye, 1839","AF : e, c, w","","",""
"22431","22431","","","    S. b. brachyura","Lafresnaye, 1839","s Mauritania to Sierra Leone, e to c, ne Sudan, eritrea","","",""
"22432","22432","","","    S. b. carnapi","Reichenow, 1900","c Cameroon to Uganda and w Kenya","","",""
"22433","22433","","","    S. b. leucopsis","Reichenow, 1879","se Sudan, Ethiopia and Somalia to Tanzania","","",""
"22434","22434","","Red-faced Crombec","Sylvietta whytii","Shelley, 1894","AF : e","","",""
"22435","22435","","","    S. w. loringi","Mearns, 1911","se Sudan, sw Ethiopia, ne Uganda and nw Kenya","","",""
"22436","22436","","","    S. w. jacksoni","Sharpe, 1897","e Uganda and c Kenya to c Tanzania","","",""
"22437","22437","","","    S. w. minima","Ogilvie-Grant, 1900","se Kenya and ne Tanzania","","",""
"22438","22438","","","    S. w. whytii","Shelley, 1894","s Tanzania, s Malawi, Mozambique and Zimbabwe","SSP","Includes nemorivaga (Pearson 2006).",""
"22439","22439","","Philippa&#39;s Crombec","Sylvietta philippae","Williams, JG, 1955","AF : e Ethiopia and Somalia","","",""
"22440","22440","","Long-billed Crombec","Sylvietta rufescens","(Vieillot, 1817)","AF : sc, s","","",""
"22441","22441","","","    S. r. adelphe","Grote, 1927","se DR Congo, Zambia and n Malawi","","",""
"22442","22442","","","    S. r. flecki","Reichenow, 1900","s Angola to c Namibia e to c Zimbabwe and n South Africa","SSP","Includes ochrocara (Pearson 2006).",""
"22443","22443","","","    S. r. ansorgei","Hartert, E, 1907","coastal Angola","","",""
"22444","22444","","","    S. r. pallida","Alexander, 1899","se Zambia and s Malawi to e Zimbabwe, s Mozambique and ne South Africa","","",""
"22445","22445","","","    S. r. resurga","Clancey, 1953","e South Africa and Swaziland","","",""
"22446","22446","","","    S. r. rufescens","(Vieillot, 1817)","s Namibia, s Botswana and nw South Africa","","",""
"22447","22447","","","    S. r. diverga","Clancey, 1954","c, s South Africa and Lesotho","","",""
"22448","22448","","Somali Crombec","Sylvietta isabellina","Elliot, DG, 1897","AF : e Ethiopia, Somalia and se South Sudan through Kenya to ne Tanzania","","",""
"22449","22449","","Red-capped Crombec","Sylvietta ruficapilla","Barboza du Bocage, 1877","AF : sc","","",""
"22450","22450","","","    S. r. schoutedeni","White, CMN, 1953","se DR Congo","","",""
"22451","22451","","","    S. r. rufigenis","Reichenow, 1887","se Gabon, Congo and w, s DR Congo","","",""
"22452","22452","","","    S. r. chubbi","Ogilvie-Grant, 1910","extreme se DR Congo to Malawi and w Mozambique","","",""
"22453","22453","","","    S. r. makayii","White, CMN, 1953","nc Angola","","",""
"22454","22454","","","    S. r. ruficapilla","Barboza du Bocage, 1877","c, e Angola and sc DR Congo","","",""
"22455","22455","","","    S. r. gephyra","White, CMN, 1953","s DR Congo and  Zambia","","",""
"22456","22456","","Green Crombec","Sylvietta virens","Cassin, 1859","AF : w, c","","",""
"22457","22457","","","    S. v. flaviventris","(Sharpe, 1877)","Gambia and Senegal to sw Nigeria","","",""
"22458","22458","","","    S. v. virens","Cassin, 1859","se Nigeria to nw DR Congo","","",""
"22459","22459","","","    S. v. baraka","Sharpe, 1897","c DR Congo to s Sudan to Uganda, w Kenya, nw Tanzania and ne Angola","","",""
"22460","22460","","","    S. v. tando","Sclater, WL, 1927","s Congo to nw Angola","","",""
"22461","22461","","Lemon-bellied Crombec","Sylvietta denti","Ogilvie-Grant, 1906","AF : w, c","","",""
"22462","22462","","","    S. d. hardyi","Bannerman, 1911","w Guinea and Sierra Leone to sw Nigeria","","",""
"22463","22463","","","    S. d. denti","Ogilvie-Grant, 1906","Cameroon to w Uganda, DR Congo and ne Angola","","",""
"22464","22464","","White-browed Crombec","Sylvietta leucophrys","Sharpe, 1891","AF : e","","",""
"22465","22465","","","    S. l. leucophrys","Sharpe, 1891","w Uganda, w, c Kenya","","",""
"22466","22466","","","    S. l. chloronota","Hartert, E, 1920","e DR Congo and sw Uganda to w Tanzania","","",""
"22467","22467","","","    S. l. chapini","Schouteden, 1947","ne DR Congo","","",""
"22468","22468","","","Cryptillas","Oberholser, 1899","","","",""
"22469","22469","","Victorin&#39;s Warbler","Cryptillas victorini","(Sundevall, 1860)","AF : s South Africa","","",""
"22470","22470","","","","","","","",""
"22471","22471","32","Cettia Bush Warblers &amp; Allies","Family Cettiidae","","","PHY","Classification of Cettiidae revised (2.11) to follow Alström et al. (2011b).",""
"22472","22472","","","Abroscopus","Baker, ECS, 1930","","PHY, SEQ","Move Abroscopus from &quot;Sylviidae&quot; to Cettiidae (Alström et al. 2006; Johansson et al. 2008).",""
"22473","22473","","Yellow-bellied Warbler","Abroscopus superciliaris","(Blyth, 1859)","OR : se Asia to Borneo and Java","","",""
"22474","22474","","","    A. s. flaviventris","(Jerdon, 1863)","c Himalayas to e Bangladesh and w Myanmar","","",""
"22475","22475","","","    A. s. drasticus","Deignan, 1947","ne India and n Myanmar","","",""
"22476","22476","","","    A. s. smythiesi","Deignan, 1947","c Myanmar","","",""
"22477","22477","","","    A. s. superciliaris","(Blyth, 1859)","e, s Myanmar, s China, n, w Thailand to n, c Laos","","",""
"22478","22478","","","    A. s. euthymus","Deignan, 1947","Vietnam","","",""
"22479","22479","","","    A. s. bambusarum","Deignan, 1947","n Thai-Malay Pen.","","",""
"22480","22480","","","    A. s. sakaiorum","(Stresemann, 1912)","c, s Malay Pen.","","",""
"22481","22481","","","    A. s. papilio","Deignan, 1947","Sumatra","","",""
"22482","22482","","","    A. s. schwaneri","(Blyth, 1870)","Borneo","","",""
"22483","22483","","","    A. s. vordermani","(Büttikofer, 1893)","Java","","",""
"22484","22484","","Rufous-faced Warbler","Abroscopus albogularis","(Moore, F, 1854)","OR : e Himalayas through se Asia","","",""
"22485","22485","","","    A. a. albogularis","(Moore, F, 1854)","e Himalayas to Yunnan (s China) and w Myanmar","","",""
"22486","22486","","","    A. a. hugonis","Deignan, 1938","n, e Myanmar and nw Thailand","","",""
"22487","22487","","","    A. a. fulvifacies","(Swinhoe, 1870)","s, se China, Taiwan, n, c Indochina","","",""
"22488","22488","","Black-faced Warbler","Abroscopus schisticeps","(Gray, JE &amp; Gray, GR, 1847)","OR : c Himalayas to nw Vietnam","","",""
"22489","22489","","","    A. s. schisticeps","(Gray, JE &amp; Gray, GR, 1847)","c Himalayas","","",""
"22490","22490","","","    A. s. flavimentalis","(Baker, ECS, 1924)","e Himalayas to w Myanmar","","",""
"22491","22491","","","    A. s. ripponi","(Sharpe, 1902)","n, e Myanmar, s China and nw Vietnam","","",""
"22492","22492","","","Phyllergates","Sharpe, 1883","","PHY","Mountain Tailorbird and Rufous-headed Tailorbird are not related to Orthotomus (Cisticolidae); assigned instead to Phyllergates [Cettiidae] (Alström et al. 2006; Ryan et al. 2006; Nguembock et al. 2007).",""
"22493","22493","","Mountain Tailorbird","Phyllergates cucullatus","(Temminck, 1836)","OR : widespread, also Sulawesi","TAX","Revert spelling of species epithet to the emended cucullatus. The original spelling with one &quot;l&quot; is an incorrect spelling of the Latin word with two &quot;ll&#39;s&quot;intended to mean &quot;hooded&quot;as per the French vernacular name in the original description &quot;Orthotome Chaperonné.&quot; Not the Latin word meaning cuckoo-like spelled with one &quot;l&quot;. (Dickinson &amp; Christidis 2014; HBW).",""
"22494","22494","","","    P. c. coronatus","(Blyth, 1861)","e Himalayas to Indochina","","",""
"22495","22495","","","    P. c. thais","Robinson &amp; Kloss, 1923","Pen. Thailand","","",""
"22496","22496","","","    P. c. malayanus","Chasen, 1938","Pen. Malaysia","","",""
"22497","22497","","","    P. c. cucullatus","(Temminck, 1836)","Sumatra, Java and Bali","","",""
"22498","22498","","","    P. c. cinereicollis","Sharpe, 1888","ne Borneo","","",""
"22499","22499","","","    P. c. viridicollis","(Salomonsen, 1962)","Palawan (w Philippines)","","",""
"22500","22500","","","    P. c. philippinus","Hartert, E, 1897","Luzon (n Philippines)","","",""
"22501","22501","","","    P. c. everetti","Hartert, E, 1897","Flores (Lesser Sundas)","","",""
"22502","22502","","","    P. c. riedeli","Meyer, AB &amp; Wiglesworth, 1895","n Sulawesi","","",""
"22503","22503","","","    P. c. meisei","Stresemann, 1931","wc Sulawesi","","",""
"22504","22504","","","    P. c. hedymeles","Stresemann, 1932","Lompobatang (sw Sulawesi)","","",""
"22505","22505","","","    P. c. stentor","Stresemann, 1938","c, se Sulawesi","","",""
"22506","22506","","","    P. c. relictus","Rheindt, Prawiradilaga, Ashari, Suparno &amp; Ng, NSR, 2020","Peleng I. (Banggai Is.)","SSP, NEW","Newly described subspecies: Rheindt et al., 2020.",""
"22507","22507","","","    P. c. sulanus","Rheindt, Prawiradilaga, Ashari, Suparno &amp; Ng, NSR, 2020","Taliabu I. (Sula Is.)","SSP, NEW","Newly described subspecies: Rheindt et al., 2020.",""
"22508","22508","","","    P. c. dumasi","Hartert, E, 1899","Buru and Seram (c Moluccas)","","",""
"22509","22509","","","    P. c. batjanensis","Hartert, E, 1912","Bacan (off sw Halmahera)","","",""
"22510","22510","","Rufous-headed Tailorbird","Phyllergates heterolaemus","Mearns, 1905","OR : s Philippines","AS","Phyllergates (Orthotomus) heterolaemus is split from P. cucullatus (Ryan et al. 2006; Collar 2007).",""
"22511","22511","","","Tickellia","Blyth, 1861","","PHY, SEQ","Move Tickellia from Sylviidae to Cettiidae (Alström et al. 2006; Johansson et al. 2008).",""
"22512","22512","","Broad-billed Warbler","Tickellia hodgsoni","(Moore, F, 1854)","OR : e Himalayas to n Vietnam","","",""
"22513","22513","","","    T. h. hodgsoni","(Moore, F, 1854)","e Himalayas, sw China  and w Myanmar","","",""
"22514","22514","","","    T. h. tonkinensis","(Delacour &amp; Jabouille, 1930)","s China and n Indochina","","",""
"22515","22515","","","Horornis","Hodgson, 1845","","","",""
"22516","22516","","Philippine Bush Warbler","Horornis seebohmi","(Ogilvie-Grant, 1894)","OR : Philippines","","",""
"22517","22517","","Japanese Bush Warbler","Horornis diphone","(Kittlitz, 1830)","EU : Sakhalin Is. to Japan and Ryukyu Is. and e, c China","","",""
"22518","22518","","","    H. d. riukiuensis","Kuroda, Nagamichi, 1925","s Sakhalin Is. and s Kuril Is.","","",""
"22519","22519","","","    H. d. cantans","(Temminck &amp; Schlegel, 1845)","c, s Japan, n Ryukyu Is.","","",""
"22520","22520","","","    H. d. restrictus","Kuroda, Nagamichi, 1923","Daito (Borodino Is.); ? s Ryukyu Is.","","",""
"22521","22521","","","    H. d. diphone","(Kittlitz, 1830)","Izu Is., Bonin Is. and Volcano Is.","","",""
"22522","22522","","Manchurian Bush Warbler","Horornis canturians","(Swinhoe, 1860)","EU : c, e China, se Siberia and Korean Pen.","SSP, TAX","Unsettled taxonomy (Alström et al. 2011b). Manchurian Bush Warbler was previously restricted to H. borealis; canturians was treated provisionally as a subspecies of H. diphone. New genetic data support original split of Manchurian Bush Warbler, including canturians and borealis, from H. diphone (Rasmussen &amp; Anderton 2005; BLI; Kennerley &amp; Pearson 2010; Alström et al. unpubl). Species epithet canturians has priority over borealis.",""
"22523","22523","","","    H. c. canturians","(Swinhoe, 1860)","c, e China","","",""
"22524","22524","","","    H. c. borealis","(Campbell, CW, 1892)","ne China, se Siberia and Korean Pen.","","",""
"22525","22525","","Palau Bush Warbler","Horornis annae","(Hartlaub &amp; Finsch, 1868)","PO : Palau Is.","","",""
"22526","22526","","Tanimbar Bush Warbler","Horornis carolinae","(Rozendaal, 1987)","AU : Tanimbar Is.","","",""
"22527","22527","","Shade Bush Warbler","Horornis parens","(Mayr, 1935)","AU : Solomon Is.","","",""
"22528","22528","","Bougainville Bush Warbler","Horornis haddeni","(Lecroy &amp; Barker, 2006)","AU : Bougainville Is. and n Solomon Is.","NEW","Horornis [Cettia] haddeni is a newly described species: (LeCroy &amp; Barker, 2006); BLI 1.0.",""
"22529","22529","","Fiji Bush Warbler","Horornis ruficapilla","(Ramsay, EP, 1875)","PO : Fiji Is.","","",""
"22530","22530","","","    H. r. ruficapilla","(Ramsay, EP, 1875)","Kadavu","","",""
"22531","22531","","","    H. r. badiceps","(Finsch, 1876)","Viti Levu I.","","",""
"22532","22532","","","    H. r. castaneopterus","(Mayr, 1935)","Vanua Levu","","",""
"22533","22533","","","    H. r. funebris","(Mayr, 1935)","Taveuni","","",""
"22534","22534","","Brown-flanked Bush Warbler","Horornis fortipes","Hodgson, 1845","OR : Himalayas to e China, Taiwan","","",""
"22535","22535","","","    H. f. pallidus","(Brooks, WE, 1871)","w Himalayas to w Nepal","","",""
"22536","22536","","","    H. f. fortipes","Hodgson, 1845","e Himalayas to sw China and n Myanmar","","",""
"22537","22537","","","    H. f. davidianus","(Verreaux, J, 1871)","c China to n Indochina","","",""
"22538","22538","","","    H. f. robustipes","(Swinhoe, 1866)","Taiwan","","",""
"22539","22539","","Hume&#39;s Bush Warbler","Horornis brunnescens","(Hume, 1872)","OR : Himalayas","","",""
"22540","22540","","Yellow-bellied Bush Warbler","Horornis acanthizoides","(Verreaux, J, 1871)","OR : c, se China, Taiwan","","",""
"22541","22541","","","    H. a. acanthizoides","(Verreaux, J, 1871)","c, se China","","",""
"22542","22542","","","    H. a. concolor","(Ogilvie-Grant, 1912)","Taiwan","","",""
"22543","22543","","Sunda Bush Warbler","Horornis vulcanius","(Blyth, 1870)","OR : Sumatra to Philippines, also Lesser Sundas","","",""
"22544","22544","","","    H. v. sepiarius","(Kloss, 1931)","n Sumatra","","",""
"22545","22545","","","    H. v. flaviventris","(Salvadori, 1879)","c, s Sumatra","","",""
"22546","22546","","","    H. v. vulcanius","(Blyth, 1870)","Java, Bali, Lombok and Sumbawa","","",""
"22547","22547","","","    H. v. kolichisi","(Johnstone, RE &amp; Darnell, 1997)","Alor","","",""
"22548","22548","","","    H. v. everetti","(Hartert, E, 1898)","Timor","","",""
"22549","22549","","","    H. v. banksi","(Chasen, 1935)","nw Borneo","","",""
"22550","22550","","","    H. v. oreophilus","(Sharpe, 1888)","ne Borneo","","",""
"22551","22551","","","    H. v. palawanus","(Ripley &amp; Rabor, 1962)","Palawan (w Philippines)","","",""
"22552","22552","","Aberrant Bush Warbler","Horornis flavolivaceus","(Blyth, 1845)","OR : Himalayas to n Vietnam and c China","PL","Populations of Horornis [Cettia] flavolivaceus are probably conspecific with H. vulcanius (Olsson et al. 2006).",""
"22553","22553","","","    H. f. flavolivaceus","(Blyth, 1845)","c, e Himalayas","","",""
"22554","22554","","","    H. f. stresemanni","(Koelz, 1954)","sw Assam (ne India)","","",""
"22555","22555","","","    H. f. intricatus","(Hartert, E, 1909)","n, e Myanmar to s China","","",""
"22556","22556","","","    H. f. weberi","(Mayr, 1941)","se Assam (ne India) and w Myanmar","SSP","Includes alexanderi (Rasmussen &amp; Anderton 2005).",""
"22557","22557","","","    H. f. oblitus","(Mayr, 1941)","n Indochina","","",""
"22558","22558","","","Tesia","Hodgson, 1837","","","",""
"22559","22559","","Grey-bellied Tesia","Tesia cyaniventer","Hodgson, 1837","OR : Nepal to se Asia","","",""
"22560","22560","","Slaty-bellied Tesia","Tesia olivea","(McClelland, 1840)","OR : ne India to n Vietnam","","",""
"22561","22561","","","    T. o. olivea","(McClelland, 1840)","e Himalayas to s China and n Myanmar","","",""
"22562","22562","","","    T. o. chiangmaiensis","Renner, Rappole, Rasmussen, Aung, T, Aung, M, Shwe &amp; Fleischer, RC, 2008","n Thailand to n Vietnam","","",""
"22563","22563","","Russet-capped Tesia","Tesia everetti","(Hartert, E, 1897)","AU : Lesser Sundas","","",""
"22564","22564","","","    T. e. everetti","(Hartert, E, 1897)","Flores I.","","",""
"22565","22565","","","    T. e. sumbawana","(Rensch, 1928)","Sumbawa I.","","",""
"22566","22566","","Javan Tesia","Tesia superciliaris","(Bonaparte, 1850)","OR : Java","","",""
"22567","22567","","","Cettia","Bonaparte, 1834","","","",""
"22568","22568","","Cetti&#39;s Warbler","Cettia cetti","(Temminck, 1820)","EU : sw, sc, also n Africa","","",""
"22569","22569","","","    C. c. cetti","(Temminck, 1820)","w Europe to Greece and the Balkans, nw Africa","","",""
"22570","22570","","","    C. c. orientalis","Tristram, 1867","Turkey to Iran and Afghanistan","","",""
"22571","22571","","","    C. c. albiventris","Severtsov, 1873","Kazakhstan and Turkmenistan to nw China and n Afghanistan","","",""
"22572","22572","","Chestnut-crowned Bush Warbler","Cettia major","(Moore, F, 1854)","OR : Himalayas, c China","","",""
"22573","22573","","","    C. m. major","(Moore, F, 1854)","c Himalayas to c China","","",""
"22574","22574","","","    C. m. vafra","(Koelz, 1954)","ne India","","",""
"22575","22575","","Grey-sided Bush Warbler","Cettia brunnifrons","(Hodgson, 1845)","OR : Himalayas to c China","","",""
"22576","22576","","","    C. b. brunnifrons","(Hodgson, 1845)","n India to s China","","",""
"22577","22577","","","    C. b. whistleri","(Ticehurst, 1923)","w Himalayas","","",""
"22578","22578","","","    C. b. umbratica","(Baker, ECS, 1924)","ne India, s China and n Myanmar","","",""
"22579","22579","","Chestnut-headed Tesia","Cettia castaneocoronata","(Burton, 1836)","OR : Himalayas to n Vietnam","TAX","Move Chestnut-headed Tesia from Tesia to Cettia (Alström et al. 2011b).",""
"22580","22580","","","    C. c. castaneocoronata","(Burton, 1836)","Himalayas and ne India to s China and n Laos","","",""
"22581","22581","","","    C. c. abadiei","(Delacour &amp; Jabouille, 1930)","n Vietnam","","",""
"22582","22582","","","    C. c. ripleyi","(Deignan, 1951)","Yunnan (s China)","","",""
"22583","22583","","","Urosphena","Swinhoe, 1877","","","",""
"22584","22584","","Asian Stubtail","Urosphena squameiceps","(Swinhoe, 1863)","EU : se Russia, ne China, North and South Korea and Japan","","",""
"22585","22585","","Bornean Stubtail","Urosphena whiteheadi","(Sharpe, 1888)","OR : Borneo","","",""
"22586","22586","","Timor Stubtail","Urosphena subulata","(Sharpe, 1884)","AU : Lesser Sundas","","",""
"22587","22587","","","    U. s. subulata","(Sharpe, 1884)","Timor I.","","",""
"22588","22588","","","    U. s. advena","(Hartert, E, 1906)","Babar I.","","",""
"22589","22589","","Pale-footed Bush Warbler","Urosphena pallidipes","(Blanford, 1872)","OR : widespread","","",""
"22590","22590","","","    U. p. pallidipes","(Blanford, 1872)","Himalayas to w Yunnan (s China) and n Myanmar","","",""
"22591","22591","","","    U. p. laurentei","La Touche, 1921","c Myanmar and se Yunnan (s China) to Vietnam","","",""
"22592","22592","","","    U. p. osmastoni","(Hartert, E, 1908)","Andaman Is.","","",""
"22593","22593","","Neumann&#39;s Warbler","Urosphena neumanni","(Rothschild, 1908)","AF : e DR Congo, sw Uganda, w Rwanda and w Burundi","PHY, TAX","Neumann&#39;s Warbler Hemitesia neumanni is deeply nested within the Cettiidae as a relic of a Paleotropic Miocene avifauna (Irestedt et al. 2011).  Synonymised with Urosphena (Alström et al. 2011b).",""
"22594","22594","","","","","","","",""
"22595","22595","1","Streaked Scrub Warbler","Family Scotocercidae","","","","",""
"22596","22596","","","Scotocerca","Sundevall, 1872","","PHY, SEQ","Scotocerca is sister to Cettiidae. Move from Incertae sedis to family Scotocercidae (Alström et al. 2011c; Fregin et al. 2012; Olsson et al. 2013b; cf. Barhoum and Burns 2002).",""
"22597","22597","","Streaked Scrub Warbler","Scotocerca inquieta","(Cretzschmar, 1830)","EU : sc, also n Africa","ENG","Restore missing modifier &quot;Streaked&quot; to established English name of Scotocerca.",""
"22598","22598","","","    S. i. theresae","Meinertzhagen, R, 1939","Mauritania, sw, c Morocco","","",""
"22599","22599","","","    S. i. saharae","(Loche, 1858)","e Morocco to Libya","PS","Proposed split of allopatric Scrub Warbler populations, which differ genetically, by song, and morphology (Shirihai &amp; Svensson 2018). S. saharae would include ssp. theresae.",""
"22600","22600","","","    S. i. inquieta","(Cretzschmar, 1830)","ne Egypt to nw Arabia","","",""
"22601","22601","","","    S. i. grisea","Bates, GL, 1936","w Saudi Arabia, e Yemen and Oman","","",""
"22602","22602","","","    S. i. buryi","Ogilvie-Grant, 1902","s Saudi Arabia and w Yemen","","",""
"22603","22603","","","    S. i. montana","Stepanyan, 1970","Iran, s Turkmenistan, s Tajikistan and Afghanistan","","",""
"22604","22604","","","    S. i. platyura","(Severtsov, 1873)","Kazakhstan, Uzbekistan, n Turkmenistan and sw Tajikistan","","",""
"22605","22605","","","    S. i. striata","(Brooks, WE, 1872)","sc Iraq, s Iran, s Afghanistan and Pakistan","","",""
"22606","22606","","","","","","","",""
"22607","22607","3","Yellow Flycatchers","Family Erythrocercidae","","","","",""
"22608","22608","","","Erythrocercus","Hartlaub, 1857","","PHY, SEQ","Move from Incertae sedis to new family Erythrocercidae, after Scotocercidae (Fregin et al. 2012).",""
"22609","22609","","Little Yellow Flycatcher","Erythrocercus holochlorus","Erlanger, 1901","AF : se Somalia, e Kenya and ne Tanzania","","",""
"22610","22610","","Chestnut-capped Flycatcher","Erythrocercus mccallii","(Cassin, 1855)","AF : c, w","","",""
"22611","22611","","","    E. m. nigeriae","Bannerman, 1920","Sierra Leone to sw Nigeria","","",""
"22612","22612","","","    E. m. mccallii","(Cassin, 1855)","se Nigeria to c DR Congo and nw Angola","","",""
"22613","22613","","","    E. m. congicus","Ogilvie-Grant, 1907","e DR Congo and w Uganda","","",""
"22614","22614","","Livingstone&#39;s Flycatcher","Erythrocercus livingstonei","Gray, GR, 1870","AF : se","","",""
"22615","22615","","","    E. l. thomsoni","Shelley, 1882","s Tanzania to s Malawi and n Mozambique","","",""
"22616","22616","","","    E. l. livingstonei","Gray, GR, 1870","s Zambia, n Zimbabwe and nw Mozambique","","",""
